Timestamp,Total_CPU_%,Total_RAM_%,Free_RAM_%,PID,Process_Name,CPU_Usage_%,CPU_Affinity,CPU_Time_s,Context_Switches,Memory_Usage_%,VMS_MB,User_Priority,Thread_Count,Throttle,Prioritize,Reduce_Switching,Balance_Load,Boost_Parallel,Handle_Burst,Swap_Out,Optimize_Memory,Increase_VMS,Reduce_VMS,Prioritize_RAM
1742757213,83.66759337283003,66.108136807246,43.14112841563026,1972,taskhostw.exe,541.3581340320011,12,3.28125,1246750,5.540599948598384,1409.0214810379598,0,24,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:13,78.2375871790606,72.73660868429647,34.80667017800802,20191,ipf_helper.exe,418.0444025105829,8,636.8340703957524,1863893,5.405494446339091,894.9381879128834,0,12,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:47,83.26157761753966,65.33983029715571,42.09583346943275,20225,ipf_helper.exe,447.7292262347178,8,742.5925960587449,1629578,6.712790334597823,860.206645191613,0,21,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:04:12,76.03939889544058,72.50896241392505,40.34416566278049,20250,steamwebhelper.exe,502.60718683258756,8,2937.365902871935,2333670,6.553291979686333,1381.6435581648134,0,11,1,0,0,0,0,0,0,0,0,0,0
1742757333,86.81551055159831,69.4601062016753,45.614687982111334,12044,FnHotkeyUtility.exe,551.3358883444661,12,42.5,1131441,6.071248536835748,1261.2802764259663,0,10,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:06:14,88.07083301055427,55.71197458153536,41.820920714489084,20372,taskhostw.exe,546.3903226882827,8,1377.4643608618585,2350749,5.130525504405809,619.2300859113974,0,26,1,0,0,0,0,0,0,0,0,0,0
1742757758,80.65948456225584,69.28828092220418,42.25449395906873,15080,NVIDIA Overlay.exe,364.8522819151781,12,737.921875,2316353,5.237033184262371,891.9107987477976,0,10,1,0,0,0,0,0,0,0,0,0,0
1742757513,80.57422677689743,66.48629999842909,27.46153638178002,19412,Discord.exe,557.9643821490747,12,65.375,1293302,8.651016523594038,759.459028725834,0,20,1,0,0,0,0,0,0,0,0,0,0
1742757287,84.18324021532953,51.90630351054159,32.44406926570179,12244,VALORANT-Win64-Shipping.exe,372.5824237930604,12,53.34375,2484020,6.695652637736665,1150.328485278586,0,14,1,0,0,0,0,0,0,0,0,0,0
1742757779,84.74282753798421,65.84741120741602,39.4306546723532,21072,python.exe,465.2378105314703,12,271.9375,2599880,8.435639077155535,1249.7650549411867,0,19,1,0,0,0,0,0,0,0,0,0,0
1742757474,79.86811145827981,62.919384237103365,23.023964727149373,712,TextInputHost.exe,386.56017505028655,12,227.921875,1140196,9.264153377137468,861.6034380853247,0,13,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:02:36,84.67916326620154,53.547231860104915,44.06637890495303,20154,msedge.exe,311.318138973294,8,537.8305740782384,2392596,9.765237831703157,1250.6194108735988,0,23,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:05:36,81.68218567567966,65.14117725021255,26.02195208842572,20334,dllhost.exe,538.9786843388962,8,1365.0775438491337,1110777,7.308405909373702,471.00691262902467,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757595,85.3754530236259,58.97556898129896,43.557041396726426,10460,NahimicSvc64.exe,409.6077043903528,12,716.75,2209372,7.666288601124901,550.5315842021004,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757874,78.80889961079286,70.37895675277906,23.93104259637477,1648,chrome.exe,455.469989229523,12,20.359375,1857519,8.983450734757078,1164.694012460935,0,21,1,0,0,0,0,0,0,0,0,0,0
1742757158,76.55618398891562,63.09589414989596,46.93852879077523,10540,explorer.exe,351.7607582200616,12,648.5625,2603683,7.6476231866823605,1070.9857615559279,0,14,1,0,0,0,0,0,0,0,0,0,0
1742757521,82.30524462832166,59.249642157533884,41.53267835615244,16236,chrome.exe,525.5922680566978,12,4214.171875,2629993,7.151890997821158,1102.01163881214,0,24,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:28,85.01622345591483,70.7372846236796,34.85612547936918,20206,WinStore.App.exe,384.060604142995,8,1495.995759723228,2764831,5.389550987520203,1021.4527620340996,0,22,1,0,0,0,0,0,0,0,0,0,0
1742757217,78.70907016940525,59.74388189027128,39.72746620283397,14388,Taskmgr.exe,367.1877002704262,12,157.265625,1895564,5.758239502269483,964.2204686343423,0,25,1,0,0,0,0,0,0,0,0,0,0
1742757596,79.36517360969411,60.72860206919556,35.14185304335673,23636,audiodg.exe,545.4447565225756,12,17385.60938,2207587,9.406613208638104,1034.1393431226338,0,22,1,0,0,0,0,0,0,0,0,0,0
1742757595,82.3666547812889,50.35649721795043,36.69202486729267,10460,NahimicSvc64.exe,427.0074255788412,12,716.75,1465618,3.632570785015145,397.0472385958923,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757189,79.16728944939807,73.6668319563455,25.458239858914506,1972,taskhostw.exe,327.2573059271638,12,3.28125,2074823,6.069788436546112,660.8786022033654,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757748,76.41296040370602,56.61539041292895,41.372501291050575,32196,steamwebhelper.exe,470.10465277631937,12,6.375,2088817,5.822775898010843,328.39923197415624,0,10,1,0,0,0,0,0,0,0,0,0,0
1742757815,76.98741190066225,60.275988384378124,30.801418434140647,35108,Discord.exe,519.1950058267993,12,2.4375,2213726,8.138959980585298,1317.0221848754136,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757605,83.18613736845415,65.91861820137039,42.03279683705285,1972,taskhostw.exe,337.0074288137348,12,3.28125,2328960,5.60600938842867,786.534338369248,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757658,77.05000428641503,59.130201751036566,29.61555044311736,15080,NVIDIA Overlay.exe,518.6721408159441,12,737.78125,2213574,8.865609086815056,1363.9922529014473,0,25,1,0,0,0,0,0,0,0,0,0,0
1742757540,79.99054880697867,62.09831150751968,33.56571641132377,25676,chrome.exe,432.27794582230547,12,6.328125,1033327,5.43211614091287,1061.8338480087841,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757137,79.49195742615805,59.7755059313281,41.43326051003762,13620,ctfmon.exe,423.96189346721354,12,109.46875,1509591,5.213019049871621,791.3227320673036,0,17,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:02:58,80.45968228168226,53.07059624427811,37.519885173851335,20176,StartMenuExperienceHost.exe,423.0672005360267,8,1082.8186556318378,1776595,9.29996340958992,1228.6047207675165,0,29,1,0,0,0,0,0,0,0,0,0,0
1742757789,87.78496952833574,74.77885505352987,30.197147649571605,14388,Taskmgr.exe,525.3058355288284,12,195.484375,1801424,7.893291953019949,1284.189971584693,0,25,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:01:30,79.1577600927107,63.09458049233657,42.02601054529168,20088,sihost.exe,341.54317267203453,8,1756.739807568324,1878799,5.981196683735933,1017.2337634585818,0,27,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:00:13,85.67271924341733,58.51510047951938,30.61130797078762,20011,audiodg.exe,454.75415207644375,8,659.0489633348767,2350952,4.551541657853993,517.1563858975965,0,22,1,0,0,0,0,0,0,0,0,0,0
1742757132,80.41834589730482,61.00965302165453,20.834197022039305,1972,taskhostw.exe,467.65467732431284,12,3.28125,1166601,7.902702812847886,350.1435936145683,0,18,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:06:28,79.07673998590096,72.19693164142419,33.61170689660622,20386,Discord.exe,425.6228008775798,8,1244.004702483831,2942619,7.316402607455231,517.7342185457369,0,19,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:05:53,80.05080464202905,53.91151695247825,41.975653600203856,20351,nvcontainer.exe,498.1337413880675,8,1135.1475167613353,1394322,6.2905585259573975,702.4410529663502,0,20,1,0,0,0,0,0,0,0,0,0,0
1742757863,86.90159476075824,52.74676703896857,41.57055546270446,24404,Code.exe,460.6633550321285,12,16.203125,1367649,6.638292933691918,1297.1302582561411,0,12,1,0,0,0,0,0,0,0,0,0,0
1742757739,80.55936151655739,63.093155405751034,29.461914926585024,712,TextInputHost.exe,537.1147466207418,12,228.359375,2215820,5.77281662606011,1294.466785685946,0,19,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:05:43,82.6964644349119,67.75793237339859,35.14200280273592,20341,NahimicSvc32.exe,572.9918827232999,8,1749.3252685964626,2514446,7.247806355622313,1397.046456004967,0,27,1,0,0,0,0,0,0,0,0,0,0
1742757378,83.7227342252998,57.76118798056728,45.47788778857834,34172,steamwebhelper.exe,381.7236763573835,12,9.9375,1503244,5.538702084401654,758.4551138764368,0,12,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:06:32,86.44301034988439,50.94941780322024,34.6418294740389,20390,RiotClientServices.exe,329.0625819998357,8,1487.0681609081794,2489852,5.710868665076885,1093.9303133732124,0,14,1,0,0,0,0,0,0,0,0,0,0
1742757333,86.81551055159831,69.4601062016753,45.614687982111334,12044,FnHotkeyUtility.exe,551.3358883444661,12,42.5,1131441,6.071248536835748,1261.2802764259663,0,10,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:00:27,83.59620591317848,73.78007916927272,36.99408554340055,20025,GameBar.exe,381.10554253589294,8,1570.2183169272153,2799447,4.943510553495965,1033.115910410026,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757641,86.08282514260421,72.16022804750327,48.76139217630261,14388,Taskmgr.exe,412.6291357830328,12,184.734375,1862391,6.744488473314917,999.2575868754344,0,27,1,0,0,0,0,0,0,0,0,0,0
1742757640,79.55063626669423,55.72143399339802,39.37587888523703,27560,RiotClientServices.exe,422.5434597939753,12,587.921875,2903992,6.524208805696032,889.2475376547434,0,16,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:08:11,77.79666077672628,60.99777966307427,43.01086975255901,20489,SearchHost.exe,445.4982403397467,8,2274.309005429596,2583213,6.563274448113822,725.0329418349022,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757120,89.54967674722057,62.343129136275806,44.896784069218405,21072,python.exe,341.8061187482682,12,6.9375,1278729,6.633497380311333,409.4473374191808,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757377,77.29740107804872,52.59001610419961,27.04888532660763,31156,steamwebhelper.exe,364.7117928492974,12,8.25,1886180,4.239746389396519,1247.1273656486792,0,19,1,0,0,0,0,0,0,0,0,0,0
1742757386,82.60242609317217,57.300934218381904,34.49355186986712,19556,powershell.exe,549.5796923165343,12,0.984375,1668338,3.663683846534661,1078.160160969462,0,25,1,0,0,0,0,0,0,0,0,0,0
1742757465,88.16343365574377,52.69023190784622,33.74799128575984,12480,nvsphelper64.exe,460.3171573941989,12,1356.125,1285536,5.928528646372692,1101.0725437985277,0,25,1,0,0,0,0,0,0,0,0,0,0
1742757772,80.18803648335944,63.256945696877764,45.45203838331361,22740,Code.exe,466.6031603928962,12,189.71875,2620564,7.716897139088888,1137.393203594274,0,21,1,0,0,0,0,0,0,0,0,0,0
1742757132,80.41834589730482,61.00965302165453,20.834197022039305,1972,taskhostw.exe,467.65467732431284,12,3.28125,1166601,7.902702812847886,350.1435936145683,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757853,86.00396999644023,74.54141764453895,44.28027418229311,10540,explorer.exe,369.7410294138081,12,669.09375,1760926,9.75600831092484,1048.6181274832934,0,11,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:09,88.72126687527864,73.55402127835751,31.234728342786042,20187,steamwebhelper.exe,528.9476611369424,8,1180.5060324548776,1137105,7.59145511519973,543.4422523662594,0,22,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:01:23,79.49814492196057,51.56147116402345,44.16972897561272,20081,audiodg.exe,329.46842275836326,8,1492.988954644785,1321369,7.806467212412302,510.68568076770464,0,29,1,0,0,0,0,0,0,0,0,0,0
1742757614,84.09208402632352,69.78020941751441,47.00789405285495,1972,taskhostw.exe,565.1573786237004,12,3.28125,1239810,4.5230000636086425,1379.793382371363,0,26,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:05:35,83.18449299828441,57.793427460687916,27.97175332341277,20333,SearchHost.exe,498.15506096252227,8,1261.8405132986852,1814433,6.377698582187403,1173.9400877548376,0,16,1,0,0,0,0,0,0,0,0,0,0
1742757721,78.50223790209994,52.71349713115622,37.514965039161595,16236,chrome.exe,419.9320059893388,12,4219.8125,2599730,5.776570005600283,766.0201174205272,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757648,86.25917970293978,60.08704213901742,39.071866287863344,10540,explorer.exe,442.54633131956405,12,668.078125,2211504,6.815228529924245,726.8721372351644,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757748,80.63422915770524,63.416337733486614,26.0738337359637,26092,Code.exe,453.00083961045533,12,349.078125,2148185,4.838177282575459,1156.36605308783,0,12,1,0,0,0,0,0,0,0,0,0,0
1742757871,83.17857770423505,60.819827121981234,42.315200760721694,33480,steam.exe,556.1798298125332,12,6.765625,2634206,7.394612355007835,1145.648381146727,0,27,1,0,0,0,0,0,0,0,0,0,0
1742757586,77.90246838629072,58.55475723093682,34.0026593213929,16236,chrome.exe,485.4179593598469,12,4215.984375,2211865,9.101905128559372,1150.3651773829906,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757641,87.32609636732415,65.8588984620536,33.577574015389274,10540,explorer.exe,532.6746554610975,12,667.75,1131509,7.01827132222687,489.7012475094218,0,16,1,0,0,0,0,0,0,0,0,0,0
1742757746,79.90469390345852,69.22552537639632,26.8572849899653,22740,Code.exe,573.2355269312935,12,188.875,1303502,8.670497929357726,507.42634888742316,0,20,1,0,0,0,0,0,0,0,0,0,0
1742757305,82.42916828676483,57.72734183904019,34.44551485167186,17996,Discord.exe,543.653198492602,12,20947.6875,1667237,3.7827043814317327,1073.0963875346176,0,24,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:46,80.07898334200095,69.59183204153567,43.19723378939682,20224,audiodg.exe,381.2798197973266,8,1288.459923163971,2327272,6.132456280528803,1055.119848320964,0,11,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:28,85.01622345591483,70.7372846236796,34.85612547936918,20206,WinStore.App.exe,384.060604142995,8,1495.995759723228,2764831,5.389550987520203,1021.4527620340996,0,22,1,0,0,0,0,0,0,0,0,0,0
1742757711,85.7956672531871,70.20276021591684,39.080463088489125,26092,Code.exe,500.075536414944,12,347.984375,1140246,7.354368369879638,1065.6314689934254,0,11,1,0,0,0,0,0,0,0,0,0,0
1742757807,80.77592677411131,67.36278080536432,24.96610909882401,23636,audiodg.exe,473.4913470568862,12,17390.76563,2726688,9.457619572037753,887.0866207432059,0,21,1,0,0,0,0,0,0,0,0,0,0
1742757217,78.70907016940525,59.74388189027128,39.72746620283397,14388,Taskmgr.exe,367.1877002704262,12,157.265625,1895564,5.758239502269483,964.2204686343423,0,25,1,0,0,0,0,0,0,0,0,0,0
1742757326,76.23776839753383,65.27483169441555,48.70130009849514,1648,chrome.exe,345.9480892402082,12,20.34375,2602423,7.965273992312623,1104.7844933145193,0,14,1,0,0,0,0,0,0,0,0,0,0
1742757657,78.4807970396841,71.23711590547745,45.65637997300289,31328,Discord.exe,515.0416138036155,12,1.0625,1868940,4.631545501063166,712.3840104689699,0,15,1,0,0,0,0,0,0,0,0,0,0
1742757227,78.24793192905705,63.03293444487666,40.56047388388043,1648,chrome.exe,467.592825824692,12,20.34375,2509845,7.833151348366087,1251.484202898824,0,24,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:00:22,81.56265852234817,60.94570214672842,39.34141376274774,20020,Taskmgr.exe,407.38124236270016,8,813.3417631056205,2151657,4.415874857157132,1061.3446499164543,0,17,1,0,0,0,0,0,0,0,0,0,0
1742757798,85.21014209902978,72.84033181273328,36.71300977418454,33948,EpicWebHelper.exe,376.0031972597091,12,30.640625,2780185,4.35529925363333,1143.547921453084,0,23,1,0,0,0,0,0,0,0,0,0,0
1742757640,79.55063626669423,55.72143399339802,39.37587888523703,27560,RiotClientServices.exe,422.5434597939753,12,587.921875,2903992,6.524208805696032,889.2475376547434,0,16,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:06:32,86.44301034988439,50.94941780322024,34.6418294740389,20390,RiotClientServices.exe,329.0625819998357,8,1487.0681609081794,2489852,5.710868665076885,1093.9303133732124,0,14,1,0,0,0,0,0,0,0,0,0,0
1742757825,83.62430530813756,70.74373875483354,22.36841319458595,14388,Taskmgr.exe,388.089179350425,12,197.859375,1150206,8.99453244791316,392.5076213552127,0,13,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:35,82.51560272871288,74.07329965358682,36.89561808031921,20213,RiotClientServices.exe,385.6505014390935,8,520.0164540492551,2809665,5.483441608884616,942.6764745149859,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757807,80.77592677411131,67.36278080536432,24.96610909882401,23636,audiodg.exe,473.4913470568862,12,17390.76563,2726688,9.457619572037753,887.0866207432059,0,21,1,0,0,0,0,0,0,0,0,0,0
1742757521,82.30524462832166,59.249642157533884,41.53267835615244,16236,chrome.exe,525.5922680566978,12,4214.171875,2629993,7.151890997821158,1102.01163881214,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757746,78.95035388731672,66.48913056031031,40.162207357563645,22740,Code.exe,433.3441591735103,12,188.875,1584145,5.534854191977136,1256.3296574246556,0,14,1,0,0,0,0,0,0,0,0,0,0
1742757666,78.19750354935809,51.864243095113615,37.85206724097549,14388,Taskmgr.exe,381.72300741021206,12,186.609375,2610179,6.010245825829087,896.7652740704156,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757651,83.89447502678175,57.8210204736315,25.845563228313875,712,TextInputHost.exe,468.2412599302762,12,228.34375,2081865,8.275006610353847,426.6160899234426,0,12,1,0,0,0,0,0,0,0,0,0,0
1742757151,78.0798075011248,71.89709958826039,27.98942167004712,23636,audiodg.exe,561.9218338579797,12,17378.79688,1232916,9.314480417530266,1463.7086211399835,0,11,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:20,78.08280713989238,56.81945198752515,35.72633706354044,20198,TextInputHost.exe,430.40226276038436,8,1115.44326370793,1376815,3.8134518281466594,776.7369611473472,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757759,79.57266082863028,57.54791786225031,47.43482702400907,712,TextInputHost.exe,524.1284008554055,12,228.359375,2474290,5.963233576864136,644.1718255708064,0,22,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:05:36,81.68218567567966,65.14117725021255,26.02195208842572,20334,dllhost.exe,538.9786843388962,8,1365.0775438491337,1110777,7.308405909373702,471.00691262902467,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757696,82.2879632002041,52.51853268351568,36.648354131615626,15080,NVIDIA Overlay.exe,435.64221096784047,12,737.828125,2913704,4.748671081298389,749.9138667351041,0,18,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:02:11,89.19406955252323,54.431819434660696,47.886968076547774,20129,powershell.exe,595.9754296335186,8,555.0792708881582,2350419,5.466562274516395,686.4048326595264,0,28,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:03:47,83.26157761753966,65.33983029715571,42.09583346943275,20225,ipf_helper.exe,447.7292262347178,8,742.5925960587449,1629578,6.712790334597823,860.206645191613,0,21,1,0,0,0,0,0,0,0,0,0,0
1742757323,79.76281295550179,65.1714752701182,30.998871167468522,35324,Discord.exe,488.17755267987224,12,2.578125,2976748,8.81990430926974,785.006424213631,0,15,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:06:13,80.29532655861163,67.88017029121215,37.61789182122007,20371,svchost.exe,407.55442558224354,8,1385.8852996077685,1631894,7.025116827002731,890.3877125480284,0,22,1,0,0,0,0,0,0,0,0,0,0
1742757541,84.60979679913812,58.63344213308434,33.82445934279539,712,TextInputHost.exe,458.1752733688486,12,228.203125,2151464,3.733955593246061,1485.117226915008,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757798,84.68757853942101,52.37550458364876,36.19651547954214,24488,chrome.exe,341.26760724641196,12,2159.125,2492313,6.095822584202283,1099.6177723240012,0,15,1,0,0,0,0,0,0,0,0,0,0
1742757386,82.60242609317217,57.300934218381904,34.49355186986712,19556,powershell.exe,549.5796923165343,12,0.984375,1668338,3.663683846534661,1078.160160969462,0,25,1,0,0,0,0,0,0,0,0,0,0
1742757446,81.12130984673216,52.617671144193125,37.05349474661683,22740,Code.exe,432.8619093071609,12,182.9375,1475705,3.910075319756682,483.79878576490364,0,18,1,0,0,0,0,0,0,0,0,0,0
1742757656,77.51486664060265,71.92967131081218,32.48666888448991,24488,chrome.exe,429.4464414279334,12,2139.3125,2455537,5.5667276374667685,826.3896194677045,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757106,88.40025431434255,69.5281730628735,28.096652811311667,23636,audiodg.exe,565.4019108309354,12,17370.73438,1060158,4.656481285055566,851.6837481178727,0,26,1,0,0,0,0,0,0,0,0,0,0
1742757108,84.94360276135893,51.58000450567414,29.155997947398763,712,TextInputHost.exe,528.2398692661757,12,226.765625,2085159,9.178554684585235,306.05500035367174,0,11,1,0,0,0,0,0,0,0,0,0,0
1742757746,83.84807182160156,62.021630973176194,26.51957671375904,35356,EpicGamesLauncher.exe,424.5497701109826,12,49.8125,2699947,9.899230620655949,521.16343599577,0,19,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:01:12,80.08092701981658,65.02948613454073,43.71206761564336,20070,FnHotkeyUtility.exe,529.9294999037938,8,636.5390145892778,2772525,6.118277788372494,1252.5247767617052,0,16,1,0,0,0,0,0,0,0,0,0,0
1742757666,78.19750354935809,51.864243095113615,37.85206724097549,14388,Taskmgr.exe,381.72300741021206,12,186.609375,2610179,6.010245825829087,896.7652740704156,0,13,1,0,0,0,0,0,0,0,0,0,0
1742757326,78.91038756767773,66.12632696206242,20.706749934613512,1972,taskhostw.exe,432.1381844226133,12,3.28125,2838451,9.060136654084282,963.5193044923946,0,23,1,0,0,0,0,0,0,0,0,0,0
1742757137,79.49195742615805,59.7755059313281,41.43326051003762,13620,ctfmon.exe,423.96189346721354,12,109.46875,1509591,5.213019049871621,791.3227320673036,0,17,1,0,0,0,0,0,0,0,0,0,0
1742757412,83.35066556567972,71.93653230908596,23.34079209208495,2312,RuntimeBroker.exe,368.9059259771576,12,1.203125,2861072,7.051138685238964,1104.1501066439073,0,24,1,0,0,0,0,0,0,0,0,0,0
1742757209,77.70780875257216,64.91917324979316,36.298390950504874,2312,RuntimeBroker.exe,450.4920962897444,12,1.1875,1596504,4.707100990448714,1335.198310969895,0,15,1,0,0,0,0,0,0,0,0,0,0
1970-01-01 00:02:04,82.72830574814705,70.62895952830566,39.27758115296949,20122,conhost.exe,514.9288947918781,8,711.0255284372251,2954773,8.70821216691786,504.3447212539991,0,15,1,0,0,0,0,0,0,0,0,0,0
1742757365,77.2410549913451,70.49589231234161,33.007071771160895,35832,Riot Client.exe,366.18747824171817,12,17.421875,1634279,7.346711293049423,921.4643726368644,0,23,1,0,0,0,0,0,0,0,0,0,0
1742757209,81.11696391624389,56.722082635952844,44.01258989894181,17996,Discord.exe,377.6528510280388,12,20944.09375,2070449,8.195982834643234,987.453016984848,0,21,1,0,0,0,0,0,0,0,0,0,0
1742757118,80.21409836678126,60.55026716481196,29.280198812083825,2852,chrome.exe,529.324847713239,12,26.5625,2999198,9.8088783891807,960.8128655147456,0,13,1,0,0,0,0,0,0,0,0,0,0
